,eRNA,log2FC,p_value,q_value,-log10qval,rejected,Tissue
72,ENSR00000040994,-1.8081042916366068,5.722083506769047e-120,6.827307855336768e-119,118.16575051360364,True,Lung
73,ENSR00000212835,-2.2445903839960097,5.9293224939902086e-120,6.978972827385773e-119,118.15620849259534,True,Lung
74,ENSR00000065907,-1.9902700915346248,6.597019993476681e-120,7.661339219090919e-119,118.11569530809267,True,Lung
75,13:43058818-43064818,-2.7846561026292065,7.025413224682346e-120,8.051493314076741e-119,118.09412356336912,True,Lung
76,ENSR00000224150,-2.3781570505241367,7.240016121829555e-120,8.189680574173432e-119,118.08673303689395,True,Lung
77,ENSR00000290783,-2.0632289451954415,8.323702048883531e-120,9.294800621253277e-119,118.03175992165521,True,Lung
78,ENSR00000320642,-1.7739220633430712,8.695951408972998e-120,9.587561616728458e-119,118.01829183193796,True,Lung
79,ENSR00000151246,-1.967368781147029,1.076287682295122e-119,1.171808214098814e-118,117.9311434620161,True,Lung
80,ENSR00000171364,-2.3637667049379436,1.3102504297980488e-119,1.4089236103137043e-118,117.85111255303585,True,Lung
81,ENSR00000090018,-1.9397016412092631,1.3915113410738447e-119,1.4780565586284374e-118,117.83030894711152,True,Lung
82,ENSR00000116671,-2.040963915999689,2.5862444439826394e-119,2.7139986876010593e-118,117.5663903666865,True,Lung
83,ENSR00000036930,-2.2053101106626243,2.7612924083564295e-119,2.86319724723625e-118,117.5431487321616,True,Lung
84,ENSR00000171365,-2.2713335862335864,2.8141409786295395e-119,2.8836668145721516e-118,117.54005492042694,True,Lung
85,ENSR00000115682,-1.6904537906447217,7.287878503589221e-119,7.381095554216525e-118,117.13187917234514,True,Lung
86,ENSR00000179289,-2.335289567808162,7.529502522631629e-119,7.53463302198379e-118,117.1229378953611,True,Lung
87,ENSR00000156405,-1.98685368403728,7.612488013026102e-119,7.53463302198379e-118,117.1229378953611,True,Lung
88,ENSR00000043912,-2.9770270990693346,7.716844711506295e-119,7.552103082833688e-118,117.12193209074384,True,Lung
89,ENSR00000141767,-2.058521880356539,4.174198110448903e-118,4.0396961713344386e-117,116.39365129728417,True,Lung
90,ENSR00000083753,-1.97937830218334,1.0998435378419392e-117,1.0527073862201418e-116,115.97769232986877,True,Lung
91,ENSR00000184232,-1.6879376717855235,2.054242873149856e-117,1.944832111427744e-116,115.71111788340127,True,Lung
92,ENSR00000053424,-2.5380729884733024,5.428253041628876e-117,5.029796169424203e-116,115.29844961420609,True,Lung
93,ENSR00000043981,-2.359507638661736,7.445733095649959e-117,6.755451589907411e-116,115.1703456138589,True,Lung
94,ENSR00000042923,-2.570511807427394,2.0644177308335245e-116,1.8348039219959181e-115,114.73641034021034,True,Lung
95,ENSR00000151243,-1.5784720877742187,2.242817973779937e-116,1.973226722386187e-115,114.70482301174513,True,Lung
96,ENSR00000012238,-1.959894837390587,2.4795599659540096e-116,2.159696730345942e-115,114.66560722921214,True,Lung
97,ENSR00000151245,-1.8630901562709261,2.732076582961677e-116,2.356077924514476e-115,114.62781034986669,True,Lung
98,3:152309504-152315504,-1.5118808374881423,3.472039304218737e-116,2.9648492489946274e-115,114.52799738391666,True,Lung
99,ENSR00000326714,-1.583784779464849,8.080827608459317e-116,6.767693122084678e-115,114.16955934240504,True,Lung
100,ENSR00000115688,-1.8754603055513783,8.949789199710729e-116,7.42406323137909e-115,114.12935833785033,True,Lung
101,ENSR00000271728,-1.80787841393172,9.59750546417248e-116,7.886252131409651e-115,114.1031293422096,True,Lung
102,ENSR00000085211,-1.8474964309577813,1.0459266244941468e-115,8.514038223685999e-115,114.06986440439395,True,Lung
103,ENSR00000053423,-2.6192022253490372,2.64777814449045e-115,2.1353840406029464e-114,113.67052400742313,True,Lung
104,ENSR00000179800,-2.2247076188410047,3.003268344105463e-115,2.399859383225558e-114,113.61981420448768,True,Lung
105,17:32396993-32402993,-1.8149487837919938,3.7822433705375627e-115,2.9948490688529247e-114,113.52362505982425,True,Lung
106,ENSR00000087542,-1.772327378763499,4.359448286956829e-115,3.420792304449909e-114,113.46587329347632,True,Lung
107,ENSR00000224068,-2.032167890618645,4.839610553056795e-115,3.763661421171847e-114,113.42438945260146,True,Lung
108,ENSR00000066199,-2.2096766961581302,6.142378372538273e-115,4.734523506620209e-114,113.32472372286104,True,Lung
109,ENSR00000160396,-1.7030194364870461,8.982825427076409e-115,6.863193813143466e-114,113.16347373667828,True,Lung
110,ENSR00000262000,-2.6202922241639315,1.1456084503205402e-114,8.601939312320609e-114,113.06540362576905,True,Lung
111,8:143028397-143034397,-2.5559344866639515,1.6178133645485621e-114,1.2043721713861518e-113,112.91923928799244,True,Lung
112,ENSR00000141419,-2.4912028408760705,3.1545325030633546e-114,2.308905722830405e-113,112.63659379982012,True,Lung
113,ENSR00000091648,-1.8996238767272902,3.1293715349090588e-114,2.308905722830405e-113,112.63659379982012,True,Lung
114,ENSR00000021139,-1.717580929060552,5.450833622542744e-114,3.9236992439956453e-113,112.40630428918172,True,Lung
115,ENSR00000184227,-2.1663727330839064,5.7754980458164665e-114,4.123326883529625e-113,112.38475223442353,True,Lung
116,ENSR00000175486,-2.2719292863756424,7.135045301219252e-114,5.011793917227393e-113,112.30000679530978,True,Lung
117,ENSR00000069432,-2.3542830831294936,7.116078648634267e-114,5.011793917227393e-113,112.30000679530978,True,Lung
118,ENSR00000210516,-1.7940869618978004,7.347298659330143e-114,5.119597705821244e-113,112.29076416422069,True,Lung
119,ENSR00000061968,-2.531602914637426,9.388223506982992e-114,6.489795773477926e-113,112.18776896974002,True,Lung
120,ENSR00000218572,-1.5168813188590675,1.8707062930971852e-113,1.2732272916983243e-112,111.89509406082472,True,Lung
121,ENSR00000206152,-2.657067832064861,1.8711032530124626e-113,1.2732272916983243e-112,111.89509406082472,True,Lung
122,ENSR00000232019,-2.5080200719955044,2.1029735216151337e-113,1.41991468009828e-112,111.8477377507407,True,Lung
123,ENSR00000021140,-1.694706567904049,2.4865053516687345e-113,1.653241344506464e-112,111.78166374235326,True,Lung
124,ENSR00000333924,-2.506408737272894,2.5808071527255436e-113,1.7029416894120822e-112,111.76880022250135,True,Lung
125,ENSR00000085210,-1.7626891934766007,2.6153237464987815e-113,1.7127420926319088e-112,111.76630802884975,True,Lung
126,ENSR00000180174,-1.9816557708360476,3.25221468634978e-113,2.113939546127357e-112,111.67490743668739,True,Lung
127,ENSR00000314581,-2.2283594650124052,3.793561504039678e-113,2.4475496814952294e-112,111.61126848392513,True,Lung
128,ENSR00000179801,-2.2276153881321106,4.460799222747784e-113,2.8568795022156767e-112,111.54410807695237,True,Lung
129,ENSR00000151244,-1.5192768381593653,5.954988359070529e-113,3.7859816501827965e-112,111.4218214952966,True,Lung
130,ENSR00000212692,-2.0894242323677945,6.167893240599089e-113,3.8929239221462367e-112,111.40972408344211,True,Lung
131,ENSR00000196117,-1.8926794581453255,6.310668001074651e-113,3.9543826107453387e-112,111.40292131233737,True,Lung
132,ENSR00000161965,-2.548685760363448,1.252201154949291e-112,7.735228411069734e-112,111.11152685763332,True,Lung
133,ENSR00000031109,-1.9923354762393348,1.3450874041397418e-112,8.250500908490952e-112,111.0835196835483,True,Lung
134,ENSR00000308331,-1.8924073001389083,1.4145353228251365e-112,8.61580605720765e-112,111.06470408561914,True,Lung
135,ENSR00000312676,-2.8681220841544297,1.5973401504660173e-112,9.661689382332645e-112,111.01494692893885,True,Lung
136,17:32394871-32400871,-1.704789157726681,2.166755476840037e-112,1.3015476002259808e-111,110.88553994423745,True,Lung
137,ENSR00000069431,-2.309358849960594,2.290626777218421e-112,1.3665314540803047e-111,110.8643803675013,True,Lung
138,ENSR00000299409,-2.6298762988522446,2.6987402334282076e-112,1.5990494852489585e-111,110.7961380960799,True,Lung
139,ENSR00000210351,-1.688560332265013,4.045722030305962e-112,2.3649824754338877e-111,110.6261720730448,True,Lung
140,ENSR00000021141,-1.6239858659200705,9.751678989063161e-112,5.662474932982675e-111,110.2469937075383,True,Lung
141,ENSR00000141766,-1.8533495231579096,1.0353870937109337e-111,5.9723321763061146e-111,110.2238560451659,True,Lung
142,ENSR00000060909,-1.715606290647395,1.8174600161512e-111,1.0414524171497994e-110,109.98236056771465,True,Lung
143,ENSR00000118617,-1.9353600674450364,3.2793971780785745e-111,1.8668986549715285e-110,109.72887925718818,True,Lung
144,ENSR00000118753,-1.9031657927079144,7.5913341594563e-111,4.2935402940821015e-110,109.3671844569727,True,Lung
145,ENSR00000160395,-1.523010702325076,7.773102970180738e-111,4.367982378727369e-110,109.35971912232642,True,Lung
146,ENSR00000216620,-2.557001821199253,2.2106603146688134e-110,1.2342853423567542e-109,108.90858442840192,True,Lung
147,17:32393542-32399542,-1.6252266071341799,7.398103390374073e-110,4.0783215525416567e-109,108.38951853554927,True,Lung
148,ENSR00000256748,-2.2917368019483413,9.436212093323998e-110,5.169145115273712e-109,108.28658127555566,True,Lung
149,ENSR00000230283,-2.0440628166022923,1.2417895340254234e-109,6.7599917758508985e-109,108.17005383241705,True,Lung
150,ENSR00000170061,-2.438598033735699,8.085968245000515e-109,4.37445859714003e-108,107.35907568957292,True,Lung
151,ENSR00000221610,-2.1916371158859516,1.6455300105110303e-108,8.847263204661158e-108,107.05319105234517,True,Lung
152,1:77702671-77708671,-1.7630317325956661,1.943482424412954e-108,1.038511160529867e-107,106.98358883188719,True,Lung
153,ENSR00000091649,-1.6815785162218153,3.919440608302823e-108,2.068989557473793e-107,106.6842417012835,True,Lung
154,22:38351865-38357865,-1.7197356637870205,5.0024625219790195e-108,2.624786058219112e-107,106.58090608940904,True,Lung
155,ENSR00000008070,-2.5665643334660926,5.535159227482059e-108,2.8869004114592055e-107,106.53956819758784,True,Lung
156,ENSR00000217907,-2.104572285919342,6.990114705749701e-108,3.6240416123261844e-107,106.44080682426788,True,Lung
157,ENSR00000193091,-2.7096854003731097,8.270984815552587e-108,4.262738328015564e-107,106.37031132608776,True,Lung
158,ENSR00000242410,-1.563250487380041,1.2427216354524239e-107,6.36712084987683e-107,106.19605690701749,True,Lung
159,11:118912697-118918697,-2.008708830238245,1.5647166510287308e-107,7.969989491497221e-107,106.09854225122469,True,Lung
160,ENSR00000139821,-1.794341192184982,2.005912210017367e-107,1.0099130259682813e-106,105.99571602618614,True,Lung
161,ENSR00000008071,-2.5826572703385966,2.0009928839932712e-107,1.0099130259682813e-106,105.99571602618614,True,Lung
162,ENSR00000195824,-1.7350113719402984,2.2597204313511728e-107,1.1311589055786617e-106,105.94647638095577,True,Lung
163,ENSR00000100961,-2.006077405071534,3.489111797523765e-107,1.736580786081828e-106,105.76030500841803,True,Lung
164,ENSR00000232018,-2.304677619744558,3.617669706276438e-107,1.7903354057765782e-106,105.74706559961648,True,Lung
165,ENSR00000087862,-1.6508381639932717,3.949892798050886e-107,1.9437043090973571e-106,105.71136980252433,True,Lung
166,ENSR00000165208,-1.7342006322337382,5.247667441050518e-107,2.5534739336061457e-106,105.59286857115436,True,Lung
167,ENSR00000204282,-1.5757972634722495,1.021284636456927e-106,4.914579659414273e-106,105.30851362114892,True,Lung
168,ENSR00000083754,-1.848280008638697,1.182977992221627e-106,5.6613946770606445e-106,105.2470765677625,True,Lung
169,ENSR00000198671,-1.703782889328405,3.4444373829912366e-106,1.6394016178062116e-105,104.78531464067555,True,Lung
170,ENSR00000321350,-1.703211758334758,3.579925007447474e-106,1.694627544286277e-105,104.7709257388979,True,Lung
171,ENSR00000091650,-1.6870928797673794,5.986182343921421e-106,2.80320689330944e-105,104.55234484754591,True,Lung
172,ENSR00000118775,-1.8235383543833215,8.210784018659755e-106,3.8243812193864425e-105,104.41743882318883,True,Lung
173,2:142996255-143002255,-2.453580805821053,1.1057281306605976e-105,5.1228149032201094e-105,104.29049133570328,True,Lung
174,ENSR00000141764,-2.0926151349056004,1.2188678294529093e-105,5.6171104732988574e-105,104.25048703464758,True,Lung
175,ENSR00000060908,-1.5505215575572049,2.344165828370224e-105,1.0746149665844552e-104,103.96874711513549,True,Lung
176,ENSR00000175995,-1.648809867558744,2.3988473412731406e-105,1.093924625261207e-104,103.96101260118438,True,Lung
177,ENSR00000123167,-1.6548031266554974,2.473737176868892e-105,1.1222005630483359e-104,103.94992951773136,True,Lung
178,ENSR00000027227,-1.8068785752990248,2.7406491474101942e-105,1.2368421799970358e-104,103.90768571243966,True,Lung
179,ENSR00000141765,-1.9100113451777394,3.803049885846474e-105,1.6900288013123872e-104,103.77210589411742,True,Lung
180,ENSR00000214079,-1.860175880013407,6.643120464475163e-105,2.937136002313638e-104,103.53207594326717,True,Lung
181,ENSR00000033973,-2.034087088309435,7.22787688598462e-105,3.179535741258891e-104,103.49763628873532,True,Lung
182,ENSR00000166287,-2.103279009910579,1.6745963207514996e-104,7.329514549620886e-104,103.1349247887153,True,Lung
183,ENSR00000039922,-1.500613564327693,4.076498465069612e-104,1.7664826681968318e-103,102.75289061927833,True,Lung
184,ENSR00000067556,-2.1947971201674137,5.51835930210628e-104,2.3794509664032527e-103,102.62352324032516,True,Lung
185,ENSR00000045673,-2.6400073757955114,6.032903126949956e-104,2.5885017850115326e-103,102.58695153119578,True,Lung
186,ENSR00000141762,-2.103587813529753,1.69744592723851e-103,7.247428444238933e-103,102.13981606385508,True,Lung
187,ENSR00000091645,-1.6230428236900443,1.0159701309491159e-102,4.2956795342557275e-102,101.36696812528236,True,Lung
188,ENSR00000097020,-1.9084395475836018,4.542004973890932e-102,1.901964582816828e-101,100.72079757448086,True,Lung
189,ENSR00000045674,-2.5220360802969273,5.669643523521111e-102,2.3628035928166927e-101,100.62657237743704,True,Lung
190,ENSR00000238225,-2.312468671934628,6.577934797217535e-102,2.7282767658935586e-101,100.56411157543657,True,Lung
191,ENSR00000160142,-1.878545981700592,7.386919661157233e-102,3.0492924288473695e-101,100.51580092455399,True,Lung
192,ENSR00000144516,-1.8433050870411456,1.1649993427085289e-101,4.786388808958154e-101,100.3199920255875,True,Lung
193,ENSR00000013533,-1.7601970468961712,2.0721954315883757e-101,8.473625450298006e-101,100.07193073651909,True,Lung
194,21:34848518-34854518,-1.9732113716571646,5.515195669482894e-101,2.234295547962605e-100,99.65085937985081,True,Lung
195,ENSR00000179288,-1.9281995117656365,6.284008632283209e-101,2.53396829570309e-100,99.5961988231887,True,Lung
196,ENSR00000013534,-1.7419149879274818,3.0405979888027605e-100,1.2038003855669111e-99,98.91944552191042,True,Lung
197,2:28175117-28181117,-2.21265698011114,7.211196701266228e-100,2.842059876381396e-99,98.54636677661682,True,Lung
198,ENSR00000177392,-1.5853751727211929,1.2823431557417241e-99,5.0086138504531016e-99,98.30028244986008,True,Lung
199,ENSR00000031055,-1.5359074269386725,1.3278445781484967e-99,5.163181373068485e-99,98.28708261871817,True,Lung
200,ENSR00000066198,-1.8216550547621235,1.3545595970936986e-99,5.243650706971607e-99,98.28036624548827,True,Lung
201,ENSR00000013524,-1.641745704415855,2.3770941299095417e-99,9.161278704208897e-99,98.03804390456095,True,Lung
202,ENSR00000053727,-1.6108858601109506,3.5735295971244377e-99,1.3711648806587601e-98,97.86291031876644,True,Lung
203,ENSR00000020877,-1.6339267316439396,1.099796884337834e-98,4.201417044992339e-98,97.37660420697681,True,Lung
204,ENSR00000193487,-1.5943871886957872,1.717777007082641e-98,6.533553594624368e-98,97.18485054203909,True,Lung
205,ENSR00000022210,-2.0961805103489795,2.0376306023647597e-98,7.71641849852046e-98,97.11258422650906,True,Lung
206,ENSR00000256952,-1.6228836431201747,3.317342261484234e-98,1.250824722836696e-97,96.90280354341452,True,Lung
207,ENSR00000224065,-1.7255363578496232,4.4406762704828167e-98,1.6671676860304025e-97,96.77802071603573,True,Lung
208,ENSR00000328666,-1.7448136197184645,5.2012857489004666e-98,1.944343299267084e-97,96.71122705226242,True,Lung
209,ENSR00000217906,-1.8339558351686946,9.200904359087406e-97,3.410207530538354e-96,95.46721919091216,True,Lung
210,11:129229722-129235722,-1.6330020107139622,9.314446020141357e-97,3.437662069297933e-96,95.46373681777474,True,Lung
211,6:13646531-13652531,-1.5888693885666867,1.7068521170561829e-96,6.246505016621576e-96,95.20436290690284,True,Lung
212,ENSR00000100962,-1.7118814541346756,2.306988179826913e-96,8.407475751586782e-96,95.07533437658154,True,Lung
213,ENSR00000242576,-1.532427462051638,5.325959835317763e-96,1.9328795902340718e-95,94.71379519973539,True,Lung
214,ENSR00000035554,-1.5313361442111586,6.900414812600189e-96,2.49388435758289e-95,94.60312368879976,True,Lung
215,ENSR00000144337,-1.7694765038645295,7.497868643633935e-96,2.6986130531426273e-95,94.56885938329543,True,Lung
216,ENSR00000178347,-1.871896276620203,1.0345655059963617e-95,3.7082574309581524e-95,94.43083012432155,True,Lung
217,ENSR00000167801,-1.8149550606200897,2.8803758546029782e-95,1.0281997415406533e-94,93.9879225096379,True,Lung
218,ENSR00000178346,-1.6980121894030573,8.099155333037466e-94,2.867627762225867e-93,92.5424772237515,True,Lung
219,ENSR00000261220,-1.5679977095285618,1.2098460446982732e-93,4.266299210251805e-93,92.36994868925123,True,Lung
220,ENSR00000218789,-1.8863134651977551,1.355138510256844e-93,4.7402636242317715e-93,92.32419750487328,True,Lung
221,3:101702711-101708711,-1.9244143453477947,2.046787574585354e-93,7.102597519776268e-93,92.14858279463284,True,Lung
222,ENSR00000329966,-1.6126539381177838,2.0566868099159973e-93,7.108627823162039e-93,92.14821422294692,True,Lung
223,19:23344837-23350837,-1.5496126728784945,3.7465775168004375e-93,1.2847515815484964e-92,91.89118083901943,True,Lung
224,21:34845625-34851625,-1.6623910797255508,6.032377053408964e-93,2.0604707503996894e-92,91.68603354616253,True,Lung
225,ENSR00000333895,-1.6424902653455409,1.0815198816127281e-92,3.679702409705805e-92,91.43418730280709,True,Lung
226,ENSR00000230284,-1.6681864960296502,1.2077881845736333e-92,4.093321045772898e-92,91.38792419160207,True,Lung
227,21:34845229-34851229,-1.6674428182435836,1.348761092329408e-92,4.5533756256547065e-92,91.34166652157404,True,Lung
228,ENSR00000042046,-1.5608557763805444,2.1685018570825046e-92,7.264481221226392e-92,91.13879539455293,True,Lung
229,14:105069641-105075641,-1.8285792755156605,3.534995187559153e-92,1.1796861334728055e-91,90.92823352543333,True,Lung
230,ENSR00000150321,-1.7108531276270356,4.311880912515719e-92,1.4334535400004546e-91,90.8436163785099,True,Lung
231,21:34844759-34850759,-1.6601942583402307,4.74471653505882e-92,1.5713490882267042e-91,90.80372732212176,True,Lung
232,11:74820918-74826918,-1.560564280577452,6.727647619100649e-92,2.2196140440290397e-91,90.65372253596409,True,Lung
233,ENSR00000131823,-1.9959273208712154,8.082766783292656e-92,2.646650326408986e-91,90.57730343359194,True,Lung
234,ENSR00000043065,-1.966345076921504,1.3068721524107123e-91,4.26324211516753e-91,90.37026000249352,True,Lung
235,ENSR00000309266,-1.5574893300143735,3.097738468705308e-91,1.0054140196893857e-90,89.99765506317867,True,Lung
236,ENSR00000066197,-1.6350353818608052,7.277473797137976e-91,2.338996190888257e-90,89.63097048544931,True,Lung
237,ENSR00000260012,-1.7570028062379646,8.717827052449967e-91,2.791627706869089e-90,89.55414249995759,True,Lung
238,ENSR00000289942,-1.8963469342755208,1.118628758385265e-90,3.5689584196101313e-90,89.44745851179191,True,Lung
239,ENSR00000141760,-1.7338187880379423,8.179088942836374e-90,2.59999506175565e-89,88.58502747689623,True,Lung
240,ENSR00000296415,-1.906146063620276,1.0404944255797947e-89,3.2955296170181856e-89,88.48207478098944,True,Lung
241,ENSR00000254910,-1.6207200617699746,2.0101726736038274e-89,6.343697096771499e-89,88.19765756218814,True,Lung
242,ENSR00000160143,-1.597227224391988,5.455044070190346e-89,1.7091163255884142e-88,87.76722837739518,True,Lung
243,ENSR00000014617,-1.5932678624943992,2.3767269741894436e-88,7.39331855185359e-88,87.13116058119166,True,Lung
244,ENSR00000308793,-2.7067013930174966,1.5060215531301314e-87,4.651577208426754e-87,86.3323997660828,True,Lung
245,1:65048999-65054999,-1.675966096561111,3.509629223360071e-87,1.0763686808262753e-86,85.96803894742092,True,Lung
246,17:66796909-66802909,-1.7751821931143819,6.290425423733844e-87,1.9224422961656766e-86,85.71614668707032,True,Lung
247,ENSR00000141761,-1.5270341480690512,2.156727881690022e-86,6.500034550006952e-86,85.18708433492061,True,Lung
248,ENSR00000003943,-1.504964131481096,2.328048829634422e-86,6.992174243488212e-86,85.1553877577131,True,Lung
249,ENSR00000141439,-1.519308989439111,2.4382930784839375e-86,7.298121207420995e-86,85.13678892813539,True,Lung
250,ENSR00000148786,-1.6012993201422665,3.1674821683568227e-86,9.448208796708195e-86,85.02465051778063,True,Lung
251,ENSR00000298642,-2.2000172102614264,4.1324612952084015e-86,1.224276798682489e-85,84.9121203807608,True,Lung
252,ENSR00000032843,-1.5431054264758006,6.222014043097058e-86,1.8370760106906905e-85,84.73587287399327,True,Lung
253,ENSR00000193108,-2.0308819822205493,8.246865129821866e-86,2.4266957865117722e-85,84.61498466393184,True,Lung
254,ENSR00000093516,-2.0890388727810483,1.252364120451133e-85,3.660433385613882e-85,84.43646749224548,True,Lung
255,ENSR00000296414,-1.780200838002686,1.9003244402794293e-85,5.535727717335728e-85,84.25682527941957,True,Lung
256,ENSR00000131822,-1.7770892108458582,2.778531590357431e-85,8.067003384004409e-85,84.09328776087604,True,Lung
257,17:66797297-66803297,-1.7284238172532813,3.537348669350858e-85,1.023598236214152e-84,83.98987047112709,True,Lung
258,5:43048497-43054497,-1.5650091323361155,6.015717047003453e-85,1.7235820881381604e-84,83.76356802784845,True,Lung
259,ENSR00000325274,-1.5030153925130425,7.312176803730064e-85,2.088165900343897e-84,83.68023500052527,True,Lung
260,ENSR00000235533,-1.6374567452835325,7.481982448972479e-85,2.129675396423212e-84,83.67168658636652,True,Lung
261,ENSR00000208930,-2.3489197066692458,2.8879256304770247e-84,8.193430697542309e-84,83.08653421532861,True,Lung
262,ENSR00000013685,-1.5039801900013336,4.264906797476759e-84,1.2021792299683681e-83,82.92003077960152,True,Lung
263,ENSR00000265969,-1.919759734387404,4.1155152731306837e-82,1.1272370449361087e-81,80.9479847472346,True,Lung
264,ENSR00000320016,-1.5302990792397875,8.449858505471454e-82,2.299945861958011e-81,80.63828238664746,True,Lung
265,ENSR00000193092,-2.129164044574817,1.373754560165448e-81,3.715963422062439e-81,80.42992856961774,True,Lung
266,ENSR00000135010,-2.1632833276451238,1.8659373825764304e-79,4.924943818860821e-79,78.30759871933853,True,Lung
267,ENSR00000082519,-1.5155382794439614,1.9273063103611074e-79,5.0715522547568715e-79,78.29485909540074,True,Lung
268,20:45762447-45768447,-2.232014905109201,2.822407681790266e-79,7.38233360612409e-79,78.13180633301937,True,Lung
269,3:195897871-195903871,-1.515253695065318,5.307214412617922e-79,1.384007111793476e-78,77.85886167822845,True,Lung
270,ENSR00000042917,-1.8898022013343567,6.491076424544145e-79,1.6876798703814774e-78,77.7727099295777,True,Lung
271,ENSR00000293234,-1.8387972877855483,4.716171650971202e-78,1.2189274504438925e-77,76.91402214246162,True,Lung
272,ENSR00000015445,-1.5827037829568502,2.5608366108619335e-77,6.5602608472374824e-77,76.1830788919866,True,Lung
273,ENSR00000251626,-1.9736073819735478,1.6423423598147344e-76,4.146319406952561e-76,75.38233724557696,True,Lung
274,ENSR00000265970,-1.7556550417712926,1.0089357032584081e-75,2.5108085643944957e-75,74.60018639863574,True,Lung
275,ENSR00000195227,-1.5846984923787866,2.217627625713206e-75,5.487368357943758e-75,74.26063588535655,True,Lung
276,7:30913772-30919772,-1.6325998618759698,1.0975622401884659e-73,2.6554908644559824e-73,72.57585518832249,True,Lung
277,ENSR00000008784,-2.3442201231657456,1.5932719018993753e-73,3.8229747287998784e-73,72.41759857280991,True,Lung
278,ENSR00000251622,-1.8442562624342123,3.876394019630909e-73,9.19983430817036e-73,72.03621999436045,True,Lung
279,ENSR00000251623,-1.8490229511833338,4.5858737011341514e-73,1.0854065200238712e-72,71.964407573947,True,Lung
280,ENSR00000314379,-1.9276151527934764,8.378640943382312e-71,1.8955314965418163e-70,69.72226899485102,True,Lung
281,ENSR00000179202,-1.9273428736325546,8.736825370330176e-71,1.9714442739786487e-70,69.70521549444449,True,Lung
282,ENSR00000217179,-1.8637512864680992,1.478656775182813e-69,3.3023334645749484e-69,68.48117907446735,True,Lung
283,14:105041942-105047942,-1.553603846132056,1.8323700400907528e-69,4.081826866800628e-69,68.3891454200971,True,Lung
284,ENSR00000305991,-1.9919649591840374,3.5580321051871467e-69,7.865598892431485e-69,68.10426820428341,True,Lung
285,ENSR00000293235,-1.6215846060750636,3.974453374320039e-69,8.763921238057604e-69,68.05730153412715,True,Lung
286,6:11318126-11324126,-1.677495171747844,7.002999669026298e-68,1.506077212770841e-67,66.8221527623845,True,Lung
287,ENSR00000023404,-1.999252984458405,1.7449885087303166e-66,3.7070365636685506e-66,65.43097313036613,True,Lung
288,ENSR00000047195,-2.0389453442550898,7.647039117738977e-66,1.6166434639686042e-65,64.7913857492366,True,Lung
289,ENSR00000049060,-1.5451729017151397,9.375117427340147e-66,1.9771736753543022e-65,64.70395518049149,True,Lung
290,ENSR00000208927,-2.017385571864203,2.4633170363591142e-64,5.108450330163782e-64,63.29171082493945,True,Lung
291,2:142936884-142942884,-1.5538486115975705,7.402022789149922e-63,1.5169792586704898e-62,61.819020357187256,True,Lung
292,ENSR00000313136,-2.0212900458068446,1.2415972030023664e-61,2.4975315561548754e-61,60.60248901578372,True,Lung
293,ENSR00000208926,-1.982472473968295,3.759435111470839e-60,7.408298602016065e-60,59.1302815211163,True,Lung
294,ENSR00000342304,-2.5226913983075967,3.917005744113073e-60,7.701381496890489e-60,59.11343136279371,True,Lung
295,2:85713796-85719796,-1.8020939445713757,1.745557935335957e-58,3.378624359283597e-58,57.47126009107772,True,Lung
296,5:1559805-1565805,-1.5897612482885712,7.979742622613284e-58,1.5376893416584446e-57,56.813131395894274,True,Lung
297,ENSR00000313729,-1.5897479659720928,2.1777495769699337e-57,4.168834904485302e-57,56.37998530360019,True,Lung
298,ENSR00000236792,-1.941878451645667,1.4059237356749427e-51,2.5156317334376925e-51,50.59935293550099,True,Lung
299,ENSR00000049335,-1.6235630595725155,1.7723447429349138e-51,3.1440168454099995e-51,50.50251513570864,True,Lung
300,ENSR00000342305,-2.1098805079148715,2.967965978128815e-48,5.0988133470418103e-48,47.29253088601909,True,Lung
301,ENSR00000320963,-1.5887295966754273,2.840383127708909e-46,4.776011012035637e-46,45.32093468052592,True,Lung
302,ENSR00000198007,-1.6259524076759138,1.6260319417863275e-45,2.7183758566139947e-45,44.565690495665244,True,Lung
303,ENSR00000236790,-1.9840249242025787,7.120283295628041e-44,1.1635584897733628e-43,42.93421178070784,True,Lung
304,ENSR00000206365,-2.0348175418831413,4.2868099127233233e-38,6.471077008634341e-38,37.189023431853585,True,Lung
305,ENSR00000206364,-2.077027358115371,4.317544512560075e-34,6.246812741594394e-34,33.20434151254464,True,Lung
306,7:104839117-104845117,-1.8800037625491746,7.969972031125558e-31,1.1178495393092369e-30,29.95161664783167,True,Lung
307,ENSR00000216249,-2.102012642932101,1.0128449306540235e-23,1.3166984098502305e-23,22.88051368892362,True,Lung
0,ENSR00000324472,3.260465884439975,6.289462226725904e-142,2.9057315487473676e-139,138.5367445112641,True,Lung
1,ENSR00000170421,1.7393729878521584,8.501658008519231e-102,7.013867857028366e-101,100.15404242059081,True,Lung
2,ENSR00000224069,-3.6697167405954074,3.970719004773915e-136,9.172360901027744e-134,133.03751886560354,True,Lung
3,ENSR00000224068,-3.5374382495427006,7.363778191217167e-136,1.1340218414474437e-133,132.9453785807793,True,Lung
4,ENSR00000109507,-3.4302626298590724,3.136190389023127e-135,3.622299899321712e-133,132.44101559620066,True,Lung
5,19:36154578-36160578,-4.810552002314692,2.538860020495129e-133,2.3459066589374995e-131,130.62968927197957,True,Lung
